nombre,id,tipo,inicio,location,center,partido
Paris,tdf-24,Villa,1969/70,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6129879620472,-34.5677923303645,0 -58.6113752965625,-34.5690152312323,0 -58.6102593460723,-34.5679892732256,0 -58.6118720084724,-34.5667663845314,0 -58.6129879620472,-34.5677923303645,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.5678908058481 -58.61162365309859,
El Hornero,tdf-25,Villa,1970,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5321198253761,-34.6103514051044,0 -58.53169612012851,-34.6106916730816,0 -58.53068435701901,-34.6100721186498,0 -58.5310940823165,-34.6097078663404,0 -58.5321198253761,-34.6103514051044,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6102037414363 -58.5313972993103,
Mercado / Evita,tdf-26,Villa,1972,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5562585120339,-34.6173699816917,0 -58.5565921756981,-34.6181105208728,0 -58.5545094876098,-34.6194690101478,0 -58.5543696398907,-34.6195410102315,0 -58.5541295389469,-34.619685482755,0 -58.55341931090891,-34.6195379269656,0 -58.5534753305519,-34.6191621121687,0 -58.5535364241507,-34.6190646258561,0 -58.5547367772935,-34.6183504490358,0 -58.5549065988956,-34.6182624324499,0 -58.5562585120339,-34.6173699816917,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6186326726334 -58.5550201322461,
Mercado / Evita,tdf-26,Villa,1972,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.55434903842959,-34.6197174823935,0 -58.5554067399414,-34.6190172755824,0 -58.555983619686,-34.6196003653286,0 -58.5551868732979,-34.6200610326501,0 -58.55434903842959,-34.6197174823935,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6195816295466 -58.5552176937655,
Mercado / Evita,tdf-26,Villa,1972,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5575088373272,-34.6199519587739,0 -58.5571531519978,-34.6205798427843,0 -58.5564401327881,-34.6199103932179,0 -58.5568093659079,-34.6196544899631,0 -58.55726188863469,-34.6194945894082,0 -58.5575088373272,-34.6199519587739,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6199842089472 -58.5570390915138,
Mercado / Evita,tdf-26,Villa,1972,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5571118952638,-34.6206537195316,0 -58.5570568643453,-34.620657199924,0 -58.5560354923503,-34.6201906647831,0 -58.55635962039541,-34.6199424906538,0 -58.5571118952638,-34.6206537195316,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6202778886498 -58.5565175518538,
Paredon,tdf-27,Villa,1960,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5508327426457,-34.62096335945,0 -58.5497276680783,-34.6217769338299,0 -58.5494569520225,-34.6216609818825,0 -58.5494543366393,-34.621811261957,0 -58.5489186249758,-34.6225564416703,0 -58.54801558696961,-34.6222074943016,0 -58.5500206025395,-34.6206155069795,0 -58.5508327426457,-34.62096335945,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6215606788049 -58.54941451667751,
Matienzo,tdf-28,Villa,1978,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.53966264399429,-34.6195507552477,0 -58.5367530565512,-34.6219345772889,0 -58.53598034376971,-34.6213984598668,0 -58.536598624829,-34.620831142957,0 -58.5361965289297,-34.6206347374778,0 -58.53831029243601,-34.6190316584277,0 -58.53966264399429,-34.6195507552477,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6203846651167 -58.5376834879637,
Maldonado,tdf-29,Villa,1950,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5470071795095,-34.6413945642803,0 -58.546378022446,-34.6418563976924,0 -58.5452699364379,-34.6402738474533,0 -58.5459094071041,-34.6402374761438,0 -58.5470071795095,-34.6413945642803,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6409909448898 -58.5461651209975,
Remedios de Escalada,tdf-30,Villa,1975,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6269349908792,-34.5659592087206,0 -58.626491974208,-34.5664930652998,0 -58.6264898648344,-34.5666213356371,0 -58.62608059310659,-34.5669887854019,0 -58.62608164815219,-34.5669246485181,0 -58.6253576103059,-34.567570802708,0 -58.6253928656756,-34.565428670947,0 -58.6247803335965,-34.5658964632674,0 -58.6243370060983,-34.56550658177,0 -58.62540489808121,-34.5646975247585,0 -58.625427579411,-34.5642615763448,0 -58.6254738854382,-34.5642749261922,0 -58.62552124539881,-34.5642241425702,0 -58.6256002512456,-34.5641352255425,0 -58.6256781974983,-34.5641104453145,0 -58.6257712301177,-34.5641114927911,0 -58.6258793464032,-34.5641383679085,0 -58.62601699436119,-34.5642553832081,0 -58.6260060238922,-34.5649223950576,0 -58.6269349908792,-34.5659592087206,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.5657544944698 -58.62574630628111,
El Garrote,tig-01,Villa,1995,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5613444185867,-34.4275733473463,0 -58.5623764059715,-34.4297098691137,0 -58.5620190063101,-34.4297335756261,0 -58.5617628142696,-34.4297473044673,0 -58.5614067531273,-34.4296928828134,0 -58.5609299533288,-34.429609135819,0 -58.5606696082609,-34.4294721168715,0 -58.5604170530117,-34.4292737970767,0 -58.5602927375933,-34.4290602424561,0 -58.559692519147,-34.4279257440656,0 -58.5594326288419,-34.4273701266431,0 -58.5593313607112,-34.4265987082817,0 -58.5591648602253,-34.4257037313094,0 -58.5594758727436,-34.4256348387481,0 -58.5604185696012,-34.4256564650571,0 -58.5608968903527,-34.4266467967137,0 -58.5613444185867,-34.4275733473463,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4277467878286 -58.5605936108138,
Los Tabanos,tig-02,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5931122866682,-34.4423618993776,0 -58.5933160121421,-34.4430650581116,0 -58.5880551994209,-34.4420362964519,0 -58.5880129409198,-34.4414266551965,0 -58.59281956176691,-34.4413515428541,0 -58.5930555588993,-34.4421661012203,0 -58.5931122866682,-34.4423618993776,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4420108901239 -58.5909435365571,
Cina-Cina,tig-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6035858074857,-34.4535563575765,0 -58.601734085969,-34.4559598060443,0 -58.5992136115421,-34.45461567444,0 -58.5986927675328,-34.4543341038596,0 -58.5979973019999,-34.4539926851447,0 -58.5998704980924,-34.4515714578207,0 -58.6035858074857,-34.4535563575765,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4537657892042 -58.600798502538,
El Ahorcado,tig-04,Villa,1986,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6029404874862,-34.4061273511228,0 -58.6010262382589,-34.4073235517644,0 -58.5995938892217,-34.4057510042366,0 -58.6006073973554,-34.4051145448883,0 -58.6010732474501,-34.4056566078554,0 -58.6027762527638,-34.4044952534436,0 -58.6029404874862,-34.4061273511228,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.405961411381 -58.60145953324849,
Cina-Cica 2,tig-05,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6029004136104,-34.4567490184164,0 -58.6024657725675,-34.457444909734,0 -58.59836166329481,-34.4552959516968,0 -58.5961212074086,-34.4516276033176,0 -58.59603559440551,-34.4508920244458,0 -58.59613210004611,-34.449676317123,0 -58.59658853479191,-34.4497085996964,0 -58.5997081474154,-34.4515200249763,0 -58.5979714925106,-34.4538706558921,0 -58.59793533541801,-34.4540741951647,0 -58.5992396879623,-34.4548135782018,0 -58.6029004136104,-34.4567490184164,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.453121555976 -58.5985138550437,
Las Tunas,tig-06,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.670112233402,-34.4334883431862,0 -58.66687684779271,-34.4378259341524,0 -58.6598124334284,-34.4303007989019,0 -58.6613685669003,-34.4287944071333,0 -58.670112233402,-34.4334883431862,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4330548566159 -58.665102321215,
Las Tunas Arroyo,tig-07,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6603582789165,-34.4422172610195,0 -58.65966469772441,-34.4389828097815,0 -58.6625369445344,-34.4382886715914,0 -58.6635877376343,-34.4413016766218,0 -58.6632679861266,-34.441568587199,0 -58.6603582789165,-34.4422172610195,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4402730263755 -58.6615600629051,
Margen Aroyo El Claro?,tig-08,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6894377907295,-34.4168662148482,0 -58.688966442778,-34.4167529991817,0 -58.6886284929537,-34.4168034589673,0 -58.6883095294371,-34.4166828590832,0 -58.6881368762039,-34.4165953789145,0 -58.68739119243231,-34.4162899287877,0 -58.6871402406026,-34.4163413158593,0 -58.68810586664701,-34.4150987869068,0 -58.6900205723666,-34.4161108077037,0 -58.6894377907295,-34.4168662148482,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4160815993198 -58.6886066651323,
San Lorenzo,tig-09,Villa,1980,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.67313182414981,-34.4523935099477,0 -58.67135316795291,-34.454497322449,0 -58.6726090506292,-34.4551414826444,0 -58.6718403994325,-34.4563123780243,0 -58.667940691617,-34.4542153999466,0 -58.6698994148328,-34.4532283137125,0 -58.6716366803714,-34.452465671745,0 -58.6706960286764,-34.4512178286414,0 -58.6709381894656,-34.4510878609932,0 -58.6712080750127,-34.4508918932714,0 -58.6718124691169,-34.4514730676145,0 -58.67313182414981,-34.4523935099477,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4538690965752 -58.6709264404675,
Villa Elizalde,tig-10,Asentamiento,1985,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.68322244244491,-34.4605243407552,0 -58.6811207532149,-34.4632244209506,0 -58.6798851171196,-34.4625589081991,0 -58.6819868808311,-34.4598620482987,0 -58.68322244244491,-34.4605243407552,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4615428068742 -58.6815536258721,
Basualdo,tig-11,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6260474335291,-34.4740710049198,0 -58.6261198564744,-34.4740420281694,0 -58.627800530892,-34.4746567524255,0 -58.6279025805735,-34.475015404088,0 -58.6293285943498,-34.4758060009026,0 -58.6297183898927,-34.4761678771262,0 -58.6321447360866,-34.4773867459282,0 -58.6324635881495,-34.4776882339328,0 -58.6343208313254,-34.4785133918194,0 -58.6344608215681,-34.4787532924255,0 -58.63276397774549,-34.4791216164291,0 -58.6326604446455,-34.4788523274362,0 -58.6323415861599,-34.4785508410168,0 -58.63191434163569,-34.4782779279016,0 -58.6256371491257,-34.4749601532675,0 -58.6260474335291,-34.4740710049198,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4765735631155 -58.6297153192066,
Ate Brown-Libertad,tig-12,Asentamiento,1985,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6576023634003,-34.4849247643172,0 -58.6562005632112,-34.4860733556367,0 -58.65488999021851,-34.4853523727755,0 -58.656523164511,-34.4840445185915,0 -58.65653205941971,-34.4840146326335,0 -58.6576023634003,-34.4849247643172,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4850853754899 -58.6562925098332,
Ate Brown-Colombia o San Pablo,tig-13,Asentamiento,1996,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6556162931051,-34.4845467380363,0 -58.6555170450111,-34.4846267664281,0 -58.6547624939748,-34.4852822296637,0 -58.6517942680549,-34.4836492229033,0 -58.65307281648649,-34.4821073332907,0 -58.656383786779,-34.4838962550658,0 -58.6556162931051,-34.4845467380363,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4837222562909 -58.6540179185845,
Villa Zapito s/d,tig-14,,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6560447121471,-34.4862124836282,0 -58.655160318903,-34.4873903720236,0 -58.6536813533948,-34.4865823375869,0 -58.6545739983769,-34.4854045484626,0 -58.6560447121471,-34.4862124836282,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4863976486878 -58.6548644734695,
Villa Lacroze s/d,tig-15,,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.64642771051349,-34.4837784411711,0 -58.64668748004039,-34.4836841149233,0 -58.6469291621667,-34.4835963580416,0 -58.6474547620648,-34.4835564182284,0 -58.6477858839923,-34.4835829619859,0 -58.6482109918298,-34.4837811223718,0 -58.6486643283698,-34.4839358697307,0 -58.6496893772399,-34.4845133184136,0 -58.6550442768976,-34.4875296622291,0 -58.65526454822179,-34.4875778434201,0 -58.656118280253,-34.4880205089951,0 -58.65536890334841,-34.4891093402821,0 -58.6542783475372,-34.4885565257319,0 -58.65339482309519,-34.489740675896,0 -58.6451054672319,-34.485314965615,0 -58.6460560596496,-34.4841414244223,0 -58.6461286622751,-34.4840517954959,0 -58.6462571794755,-34.4838931340011,0 -58.64642771051349,-34.4837784411711,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4865384193636 -58.6504318034367,
Baires,tig-16,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6181006763944,-34.4793266018763,0 -58.6167372733944,-34.4821250472708,0 -58.615483939487,-34.4816914629324,0 -58.616863842066,-34.4788728237454,0 -58.6181006763944,-34.4793266018763,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4805047542798 -58.61679509338249,
Calle Belgrano,tig-17,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6295814100861,-34.4794996102697,0 -58.6299240966479,-34.4790477932216,0 -58.63058039174009,-34.4793968965759,0 -58.630250053859,-34.4798613466997,0 -58.6295814100861,-34.4794996102697,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4794525843825 -58.6300838506711,
Bajo Pacheco,tig-18,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6334459990336,-34.4523615433869,0 -58.63383575844721,-34.4538170718834,0 -58.6327624862401,-34.4532417277565,0 -58.6334459990336,-34.4523615433869,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4531401143422 -58.63334808124029,
Bajo Pacheco 2,tig-19,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.63016700419969,-34.4504588624435,0 -58.629440109014,-34.4514625084644,0 -58.62898567573091,-34.4512184133054,0 -58.6297205627159,-34.4502198114954,0 -58.63016700419969,-34.4504588624435,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4508414637408 -58.62957722391689,
Las Quintas,tig-20,Asentamiento,1995,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6716831030495,-34.4446663317141,0 -58.66893182497769,-34.4432122630155,0 -58.67000945963341,-34.4418043564416,0 -58.6727606406226,-34.4432629040943,0 -58.6716831030495,-34.4446663317141,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4432360845357 -58.67084580891329,
La Paloma-25 de Mayo,tig-21,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.668997633254,-34.4706051232295,0 -58.66732321868631,-34.4698207270246,0 -58.667946010564,-34.4687734429493,0 -58.6696431710053,-34.4695978516902,0 -58.668997633254,-34.4706051232295,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4696959552828 -58.6684755771072,
Villa Calle Castañeda,tig-22,Asentamiento,1990,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.68019925955661,-34.454867277021,0 -58.6813592899804,-34.4554837062204,0 -58.68113165792991,-34.4557741897131,0 -58.6799770648305,-34.4551578182228,0 -58.68019925955661,-34.454867277021,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4553210219288 -58.68066754807861,
Calle Olavarria,tig-23,Villa,1985,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6842510695218,-34.4566911354886,0 -58.68391789533401,-34.4571201995964,0 -58.6832922432651,-34.4568089707608,0 -58.6836261652318,-34.4563598940034,0 -58.6842510695218,-34.4566911354886,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4567435470685 -58.6837705644549,
Calle Mitre,tig-24,Villa,1990,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6622957603363,-34.4605810238457,0 -58.6614126804804,-34.4617070584039,0 -58.66068439259801,-34.4613160068573,0 -58.6615675497118,-34.4601854695213,0 -58.6622957603363,-34.4605810238457,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4609469840484 -58.66149016881829,
La Paloma-Paraguay,tig-25,Asentamiento,1986,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.662181619184,-34.4622788231367,0 -58.6615595291512,-34.463074215005,0 -58.6610699871783,-34.4630643465439,0 -58.6608774969115,-34.4631929354479,0 -58.6605753694579,-34.463031886442,0 -58.66146413067101,-34.4618923986467,0 -58.662181619184,-34.4622788231367,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4625836482121 -58.66139848719929,
Calle Gutierrez,tig-26,Villa,1985,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6603184594913,-34.4631056848932,0 -58.659879687679,-34.4636642202606,0 -58.6591458784887,-34.4632776055778,0 -58.6595902370364,-34.4627101209578,0 -58.6603184594913,-34.4631056848932,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4631888563749 -58.6597327065375,
Irsa,tig-27,Asentamiento,1995,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6931251243383,-34.4039125190125,0 -58.6885086100633,-34.4063688984539,0 -58.68216178648629,-34.4029881713013,0 -58.68665185540561,-34.4005967493598,0 -58.6883629743873,-34.3996747111499,0 -58.68941039995111,-34.3991000484487,0 -58.6917072513839,-34.4020856202002,0 -58.6931251243383,-34.4039125190125,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4029433635391 -58.688117587401,
La Esperanza,tig-28,Asentamiento,1990,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6796972450757,-34.4255722429915,0 -58.67713533325389,-34.4242105420652,0 -58.6806376367071,-34.4197190434341,0 -58.68319389456491,-34.4210896221266,0 -58.6796972450757,-34.4255722429915,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4226475185507 -58.680165730382,
La Mascota,tig-29,Asentamiento,1995,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.71048033804961,-34.396507201989,0 -58.70991467061081,-34.3972313478726,0 -58.7080567057918,-34.3996138815958,0 -58.7053978037718,-34.3982156927911,0 -58.7063736670925,-34.3976897034841,0 -58.7066324760326,-34.3975502865512,0 -58.7095096219997,-34.3959922003212,0 -58.71048033804961,-34.396507201989,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.3977884225369 -58.7081086543777,
Alge,tig-30,Asentamiento,1970,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6455979117312,-34.3988661650182,0 -58.64268122802339,-34.3996946333148,0 -58.6398625049184,-34.395810017732,0 -58.64276320913771,-34.3949543978474,0 -58.6455979117312,-34.3988661650182,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.3973304883377 -58.642727598306,
Banco Nacion,tig-31,Asentamiento,1965,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6613102623106,-34.3961547706758,0 -58.6593961528925,-34.3951558322354,0 -58.66037395189049,-34.3938415418849,0 -58.66228260845411,-34.3948404053651,0 -58.6613102623106,-34.3961547706758,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.3949982383641 -58.6608403328206,
Liniers,tig-32,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5986717731955,-34.4298578038397,0 -58.59859759542839,-34.4329981529951,0 -58.5985294226225,-34.438058434932,0 -58.595697199137,-34.4389317895233,0 -58.5937938918375,-34.4349783066096,0 -58.59539101643361,-34.4344756202022,0 -58.5962820759802,-34.4335574658973,0 -58.5964477778627,-34.4298277889593,0 -58.5986717731955,-34.4298578038397,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4346907080778 -58.59689255158,
Juan Pablo II,tig-33,Asentamiento,1990,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6053223338773,-34.4083149545168,0 -58.6083923926485,-34.4069026972883,0 -58.6088851698769,-34.406674993079,0 -58.6088804330908,-34.4091802131639,0 -58.6066334541055,-34.4102407644398,0 -58.6053223338773,-34.4083149545168,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4085213325832 -58.6074027228895,
Empleados de Comercio,tig-34,Asentamiento,1975,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6532489356683,-34.3984458776791,0 -58.6515450619393,-34.3975618016849,0 -58.65205310086309,-34.3969076274063,0 -58.6528427709995,-34.3973282250949,0 -58.6537542843596,-34.3977844348802,0 -58.6532489356683,-34.3984458776791,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.3976780905759 -58.6526493774735,
El Lucero,tig-35,Asentamiento,1960,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6391842418292,-34.4056248099273,0 -58.63686476135571,-34.4063257459055,0 -58.634233679123,-34.4023953890056,0 -58.6363448042061,-34.401787528303,0 -58.6391842418292,-34.4056248099273,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.404066860341 -58.636678960522,
Andalucia,tig-36,Villa,1975,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6046073504716,-34.4052016415745,0 -58.6046863744992,-34.4060092524449,0 -58.60484457588471,-34.4076154646847,0 -58.6048635370897,-34.4077659384047,0 -58.605038115836,-34.4077483676289,0 -58.6050614587603,-34.4083074729533,0 -58.6040748866061,-34.4087784396919,0 -58.6037996144953,-34.4057107006388,0 -58.6046073504716,-34.4052016415745,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4070578373488 -58.6043745602029,
Costilla,tig-37,Villa,1965,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5966648211777,-34.408083688075,0 -58.597417751401,-34.4082245624282,0 -58.5982354668203,-34.4090766998924,0 -58.5961908871418,-34.4103637815402,0 -58.5960306862796,-34.4087369133634,0 -58.5966648211777,-34.408083688075,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4090865158111 -58.59692192774979,
s/n 2,tig-38,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6055639108068,-34.4060251856211,0 -58.60560726912869,-34.4068797961051,0 -58.6049694619598,-34.4074881792968,0 -58.604817367474,-34.406093258913,0 -58.6055639108068,-34.4060251856211,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4066278439388 -58.6052096109058,
s/n 1,tig-39,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5966336890209,-34.4464490777217,0 -58.5952895622002,-34.4460940003634,0 -58.5952021889252,-34.4454020073627,0 -58.5952478177749,-34.4447876647511,0 -58.595320055459,-34.4446948010471,0 -58.5968912016036,-34.4454214045982,0 -58.5966336890209,-34.4464490777217,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4456207340055 -58.5959731616366,
Barrio Habanita,vlo-01,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5193990294123,-34.5573653219067,0 -58.5189294080773,-34.5580529919811,0 -58.518608144985,-34.5579054477411,0 -58.51909097495431,-34.5572262274609,0 -58.5193990294123,-34.5573653219067,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.5576401533244 -58.51900513198479,
Bario Alsina s/d 1995,vlo-02,,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5190295884238,-34.5547595519496,0 -58.51846949702829,-34.5544779793945,0 -58.5187897052316,-34.5540307389189,0 -58.5193549704408,-34.5543000695156,0 -58.5190295884238,-34.5547595519496,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.5543928160402 -58.5189119478456,
La Fabriquita s/d 1998,vlo-03,,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5232691830516,-34.5521502078338,0 -58.522869886738,-34.5519720607234,0 -58.5230082491832,-34.5517760672099,0 -58.5234011522616,-34.5519574027078,0 -58.5232691830516,-34.5521502078338,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.5519637077961 -58.5231362415437,
